deal_id;deal_name;company;owner;hubspot_owner_id;stage;amount_usd;close_date;days_in_stage;last_activity_date;last_activity_days_ago;Risk_>45_days;Risk_>60_days;Risk_>90_days;last_activity_type;region;product_line;industry;forecast_category;probability;contact_count;email_log_count;task_count;meeting_count;engagement_score;source;google_deal_type;deal_created_date;last_modified_date;invoice_date;invoice_amount_usd; invoice_amount_local ;currency;payment_status;payment_date;payment_method;days_overdue;invoice_type;tax_id;margin_percent
D-2464;Deal 64 - Opportunity;Client_64;Roberto Sanchez;HO-7689;Proposal;42108;28/06/26;117;5/04/26;45;no;no;si;Task;Ecuador;Support;Healthcare;Best Case;80;3;4;1;0;38;Event;Google Cloud;27/03/26;5/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2465;Deal 65 - Opportunity;Client_65;Sofia Martinez;HO-3531;Proposal;77759;13/07/26;70;23/04/26;27;no;no;si;Demo;Venezuela;Consulting;Logistics;Best Case;83;13;20;3;7;78;Event;Google Marketing;12/04/26;6/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2466;Deal 66 - Opportunity;Client_66;Catalina Reyes;HO-1992;Discovery;88264;23/07/26;116;8/04/26;42;no;no;si;Task;Bolivia;Hardware;Logistics;Pipeline;21;12;8;6;1;58;Inbound;Google Workspace;15/04/26;17/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2467;Deal 67 - Opportunity;Client_67;Pedro Gonzalez;HO-6383;Discovery;22683;2/07/26;76;6/05/26;14;no;no;si;Call;Mexico;Support;Healthcare;Pipeline;27;4;25;19;0;35;Partner;Google Workspace;3/12/25;4/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2468;Deal 68 - Opportunity;Client_68;Maria Lopez;HO-3854;Qualification;123297;24/06/26;76;29/04/26;21;no;no;si;Email;Colombia;Hardware;Financial;Pipeline;50;8;1;4;6;67;Inbound;Google Cloud;20/12/25;22/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2469;Deal 69 - Opportunity;Client_69;Roberto Sanchez;HO-9543;Discovery;42674;21/06/26;94;30/03/26;51;si;no;si;Proposal Sent;Peru;Consulting;Education;Pipeline;29;9;14;20;0;7;Event;Partner Opportunity;1/01/26;7/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2470;Deal 70 - Opportunity;Client_70;Inactive User;HO-9984;Qualification;345738;13/06/26;17;10/01/26;130;si;si;si;Demo;Bolivia;Cloud Solutions;Retail;Pipeline;29;10;12;19;8;37;Event;N/A;31/12/25;14/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2471;Deal 71 - Opportunity;Client_71;Maria Lopez;HO-7532;Proposal;119253;25/06/26;44;28/03/26;53;si;no;si;Meeting;Paraguay;Hardware;Telecom;Best Case;67;13;23;3;5;54;Sales Development;Google Marketing;15/01/26;11/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2472;Deal 72 - Opportunity;Client_72;Catalina Reyes;HO-1982;Discovery;89583;5/08/26;95;26/04/26;24;no;no;si;Call;Peru;Cloud Solutions;Retail;Pipeline;13;10;21;3;6;45;Existing Client;Partner Opportunity;7/04/26;2/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2473;Deal 73 - Opportunity;Client_73;Ana Silva;HO-7022;Discovery;10497;3/07/26;109;13/05/26;7;no;no;si;Task;Peru;Support;Education;Pipeline;25;3;24;8;9;28;Event;N/A;29/11/25;19/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2474;Deal 74 - Opportunity;Client_74;Luis Vargas;HO-3347;Negotiation;125087;15/06/26;45;19/05/26;1;no;no;si;Call;Colombia;Hardware;Technology;Best Case;59;12;2;4;10;3;Inbound;N/A;24/02/26;26/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2475;Deal 75 - Opportunity;Client_75;Ana Silva;HO-1815;Negotiation;73617;28/05/26;20;9/05/26;11;no;no;si;Demo;Mexico;Services;Technology;Best Case;45;2;8;14;10;54;Event;N/A;28/12/25;24/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2476;Deal 76 - Opportunity;Client_76;Roberto Sanchez;HO-1744;Discovery;75611;20/07/26;68;7/04/26;43;no;no;si;Task;Peru;Services;Telecom;Pipeline;28;7;12;19;0;0;Partner;Google Marketing;25/02/26;1/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2477;Deal 77 - Opportunity;Client_77;Inactive User;HO-7229;Discovery;79414;5/08/26;56;5/02/26;104;si;si;si;Call;Argentina;Services;Logistics;Pipeline;25;7;16;17;10;45;Inbound;Partner Opportunity;10/04/26;23/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2478;Deal 78 - Opportunity;Client_78;Unassigned;;Qualification;16664;24/07/26;82;20/12/25;151;si;si;si;Task;Peru;Services;Legal;Pipeline;37;3;12;0;5;21;Referral;Partner Opportunity;18/01/26;15/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2479;Deal 79 - Opportunity;Client_79;Maria Lopez;HO-6562;Qualification;90939;4/07/26;112;30/04/26;20;no;no;si;Proposal Sent;Chile;Consulting;Legal;Pipeline;27;7;10;5;1;65;Existing Client;Google Cloud;6/12/25;18/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2480;Deal 80 - Opportunity;Client_80;Ana Silva;HO-2234;Discovery;30642;1/07/26;23;11/04/26;39;no;no;si;Call;Ecuador;Hardware;Healthcare;Pipeline;18;5;30;20;7;59;Referral;N/A;27/12/25;7/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2481;Deal 81 - Opportunity;Client_81;Ana Silva;HO-1920;Discovery;131519;29/07/26;39;30/03/26;51;si;no;si;Task;Ecuador;Hardware;Energy;Pipeline;24;11;16;2;4;59;Event;Google Cloud;6/04/26;27/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2482;Deal 82 - Opportunity;Client_82;Maria Lopez;HO-1672;Proposal;66097;6/07/26;71;30/03/26;51;si;no;si;Proposal Sent;Peru;Support;Legal;Best Case;74;14;29;18;10;24;Sales Development;N/A;20/12/25;18/04/26;7/07/26;28076,74;29158,98;USD;Pending;0;Cash;0;Product;TAX-206759;39,9
D-2483;Deal 83 - Opportunity;Client_83;Carlos Ruiz;HO-5059;Negotiation;132542;26/06/26;83;8/05/26;12;no;no;si;Email;Bolivia;Cloud Solutions;Logistics;Best Case;45;14;14;16;8;78;Partner;Google Marketing;15/01/26;23/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2484;Deal 84 - Opportunity;Client_84;Diego Morales;HO-7333;Negotiation;15720;29/05/26;43;13/05/26;7;no;no;si;Demo;Ecuador;Support;Financial;Best Case;61;9;8;19;2;42;Inbound;N/A;15/03/26;23/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2485;Deal 85 - Opportunity;Client_85;Diego Morales;HO-3093;Negotiation;37988;29/06/26;49;8/04/26;42;no;no;si;Task;Mexico;Support;Government;Best Case;59;2;20;13;8;46;Inbound;Google Marketing;31/01/26;9/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2486;Deal 86 - Opportunity;Client_86;Ana Silva;HO-9317;Negotiation;58900;29/05/26;38;26/03/26;55;si;no;si;Email;Bolivia;Hardware;Healthcare;Best Case;49;1;21;10;9;16;Referral;Partner Opportunity;12/03/26;10/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2487;Deal 87 - Opportunity;Client_87;Sofia Martinez;HO-8355;Qualification;262122;24/06/26;57;10/04/26;40;no;no;si;Task;Bolivia;Cloud Solutions;Telecom;Pipeline;48;7;17;7;4;100;Event;Google Workspace;16/01/26;7/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2488;Deal 88 - Opportunity;Client_88;Catalina Reyes;HO-3267;Proposal;67380;9/06/26;105;7/05/26;13;no;no;si;Demo;Bolivia;Services;Telecom;Best Case;73;8;1;20;7;47;Referral;Google Cloud;9/12/25;27/03/26;14/06/26;27884,68;28163,15;USD;Pending;0;Cash;0;Service;TAX-810830;47,4
D-2489;Deal 89 - Opportunity;Client_89;Inactive User;HO-4637;Qualification;134774;18/06/26;107;30/11/25;171;si;si;si;Email;Peru;Hardware;Technology;Pipeline;41;14;28;11;0;53;Inbound;Partner Opportunity;13/12/25;27/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2490;Deal 90 - Opportunity;Client_90;Maria Lopez;HO-3392;Qualification;78749;1/08/26;92;8/04/26;42;no;no;si;Task;Ecuador;Hardware;Financial;Pipeline;28;4;1;9;7;89;Partner;Partner Opportunity;27/12/25;11/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2491;Deal 91 - Opportunity;Client_91;Unassigned;;Discovery;63868;24/07/26;94;21/11/25;180;si;si;si;Meeting;Peru;Cloud Solutions;Technology;Pipeline;14;3;24;9;3;38;Inbound;Google Cloud;18/02/26;24/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2492;Deal 92 - Opportunity;Client_92;Catalina Reyes;HO-3352;Proposal;256805;9/07/26;66;13/04/26;37;no;no;si;Call;Peru;Cloud Solutions;Energy;Best Case;60;9;13;0;9;45;Partner;N/A;4/01/26;9/05/26;15/07/26;94095,58;92543,99;USD;Paid;24/07/26;Cash;0;Product;TAX-500945;32,9
D-2493;Deal 93 - Opportunity;Client_93;Maria Lopez;HO-1333;Negotiation;78471;26/06/26;101;17/04/26;33;no;no;si;Demo;Paraguay;Services;Retail;Best Case;74;12;27;15;0;81;Event;Google Marketing;15/02/26;3/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2494;Deal 94 - Opportunity;Client_94;Unassigned;;Negotiation;60515;1/07/26;95;10/01/26;130;si;si;si;Call;Peru;Services;Healthcare;Best Case;46;1;11;17;5;82;Partner;Partner Opportunity;19/12/25;10/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2495;Deal 95 - Opportunity;Client_95;Sofia Martinez;HO-6170;Qualification;161064;29/07/26;26;24/03/26;57;si;no;si;Email;Peru;Consulting;Financial;Pipeline;26;9;16;12;8;60;Sales Development;Google Cloud;3/03/26;2/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2496;Deal 96 - Opportunity;Client_96;Carlos Ruiz;HO-6554;Negotiation;54442;19/06/26;96;21/04/26;29;no;no;si;Meeting;Ecuador;Services;Retail;Best Case;67;5;15;15;5;66;Sales Development;Google Cloud;2/01/26;15/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2497;Deal 97 - Opportunity;Client_97;Sofia Martinez;HO-7981;Discovery;57046;31/07/26;38;30/04/26;20;no;no;si;Meeting;Paraguay;Services;Logistics;Pipeline;20;5;22;14;5;57;Inbound;Google Marketing;30/12/25;3/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2498;Deal 98 - Opportunity;Client_98;Carlos Ruiz;HO-8179;Proposal;102682;12/07/26;21;18/05/26;2;no;no;si;Call;Peru;Consulting;Logistics;Best Case;83;1;4;2;3;99;Existing Client;Google Marketing;18/01/26;26/04/26;13/07/26;42869,08;40816,56;USD;Pending;0;Bank Transfer;0;Product;TAX-423851;23,3
D-2499;Deal 99 - Opportunity;Client_99;Carlos Ruiz;HO-7012;Qualification;34321;13/06/26;74;11/05/26;9;no;no;si;Demo;Mexico;Consulting;Logistics;Pipeline;49;12;10;20;4;31;Inbound;Google Cloud;4/03/26;19/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2500;Deal 100 - Opportunity;Client_100;Roberto Sanchez;HO-4279;Negotiation;19710;3/07/26;37;5/04/26;45;no;no;si;Meeting;Peru;Services;Technology;Best Case;53;3;4;2;7;22;Existing Client;Partner Opportunity;29/03/26;30/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2501;Deal 101 - Opportunity;Client_101;Ana Silva;HO-3852;Proposal;35214;9/06/26;92;4/04/26;46;si;no;si;Proposal Sent;Ecuador;Cloud Solutions;Education;Best Case;69;11;16;7;1;25;Partner;Google Workspace;15/12/25;19/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2502;Deal 102 - Opportunity;Client_102;Ana Silva;HO-8842;Proposal;67277;3/06/26;40;24/04/26;26;no;no;si;Proposal Sent;Bolivia;Support;Manufacturing;Best Case;62;13;24;13;9;9;Partner;Google Marketing;2/04/26;22/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2503;Deal 103 - Opportunity;Client_103;Roberto Sanchez;HO-1907;Proposal;57438;18/07/26;17;22/04/26;28;no;no;si;Demo;Ecuador;Hardware;Education;Best Case;65;3;16;4;4;21;Partner;Google Marketing;22/02/26;28/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2504;Deal 104 - Opportunity;Client_104;Roberto Sanchez;HO-9740;Discovery;190285;6/07/26;17;9/04/26;41;no;no;si;Task;Argentina;Cloud Solutions;Technology;Pipeline;27;2;16;20;2;75;Referral;Google Workspace;8/03/26;8/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2505;Deal 105 - Opportunity;Client_105;Ana Silva;HO-5336;Closed Lost;319959;8/04/26;0;31/03/26;50;si;no;si;Demo;Colombia;Cloud Solutions;Retail;Closed Lost;0;6;24;18;6;79;Existing Client;Google Cloud;14/12/25;25/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2506;Deal 106 - Opportunity;Client_106;Luis Vargas;HO-1981;Negotiation;72380;13/06/26;59;15/05/26;5;no;no;si;Proposal Sent;Argentina;Consulting;Healthcare;Best Case;65;5;14;13;7;59;Partner;Google Marketing;15/03/26;30/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2507;Deal 107 - Opportunity;Client_107;Ana Silva;HO-8642;Negotiation;99765;29/06/26;14;29/04/26;21;no;no;si;Call;Ecuador;Consulting;Manufacturing;Best Case;72;3;8;14;3;18;Inbound;Google Cloud;5/02/26;21/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2508;Deal 108 - Opportunity;Client_108;Diego Morales;HO-9433;Negotiation;116999;6/06/26;98;9/05/26;11;no;no;si;Meeting;Chile;Hardware;Logistics;Best Case;60;14;15;9;7;2;Inbound;Partner Opportunity;12/12/25;21/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2509;Deal 109 - Opportunity;Client_109;Pedro Gonzalez;HO-8710;Qualification;99359;4/08/26;108;8/04/26;42;no;no;si;Proposal Sent;Ecuador;Cloud Solutions;Financial;Pipeline;44;9;17;0;1;55;Partner;Google Marketing;17/01/26;2/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2510;Deal 110 - Opportunity;Client_110;Carlos Ruiz;HO-9261;Proposal;50018;4/07/26;37;15/05/26;5;no;no;si;Meeting;Venezuela;Cloud Solutions;Legal;Best Case;71;14;24;17;4;79;Existing Client;N/A;21/03/26;12/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2511;Deal 111 - Opportunity;Client_111;Diego Morales;HO-9193;Negotiation;36078;6/06/26;78;17/04/26;33;no;no;si;Meeting;Ecuador;Services;Education;Best Case;49;1;1;1;2;91;Sales Development;Partner Opportunity;9/12/25;21/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2512;Deal 112 - Opportunity;Client_112;Inactive User;HO-6511;Negotiation;36765;4/06/26;51;4/01/26;136;si;si;si;Demo;Paraguay;Hardware;Logistics;Best Case;60;15;22;18;4;60;Inbound;Google Marketing;26/01/26;7/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2513;Deal 113 - Opportunity;Client_113;Inactive User;HO-4728;Negotiation;93673;2/07/26;61;13/01/26;127;si;si;si;Proposal Sent;Venezuela;Support;Technology;Best Case;41;1;18;15;2;67;Existing Client;N/A;13/01/26;11/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2514;Deal 114 - Opportunity;Client_114;Pedro Gonzalez;HO-7765;Discovery;82731;17/07/26;41;23/04/26;27;no;no;si;Call;Colombia;Support;Government;Pipeline;10;6;13;16;9;60;Existing Client;Google Cloud;16/03/26;17/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2515;Deal 115 - Opportunity;Client_115;Ana Silva;HO-9950;Qualification;67006;8/07/26;117;15/04/26;35;no;no;si;Task;Bolivia;Support;Telecom;Pipeline;30;11;21;20;4;78;Event;Google Workspace;16/02/26;3/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2516;Deal 116 - Opportunity;Client_116;Pedro Gonzalez;HO-5480;Discovery;88431;9/07/26;62;27/04/26;23;no;no;si;Demo;Argentina;Services;Government;Pipeline;25;9;3;18;10;69;Event;Partner Opportunity;22/01/26;1/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2517;Deal 117 - Opportunity;Client_117;Luis Vargas;HO-4505;Discovery;82330;30/07/26;33;2/04/26;48;si;no;si;Meeting;Colombia;Services;Government;Pipeline;24;6;26;17;4;71;Existing Client;Google Marketing;16/03/26;14/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2518;Deal 118 - Opportunity;Client_118;Pedro Gonzalez;HO-7771;Negotiation;85635;4/07/26;30;16/05/26;4;no;no;si;Email;Chile;Cloud Solutions;Insurance;Best Case;54;10;22;15;1;87;Partner;Google Cloud;1/12/25;22/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2519;Deal 119 - Opportunity;Client_119;Catalina Reyes;HO-4804;Qualification;135495;12/06/26;117;31/03/26;50;si;no;si;Email;Bolivia;Hardware;Technology;Pipeline;45;1;29;5;6;22;Inbound;Partner Opportunity;15/12/25;9/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2520;Deal 120 - Opportunity;Client_120;Luis Vargas;HO-9901;Proposal;200286;20/06/26;37;20/04/26;30;no;no;si;Proposal Sent;Colombia;Cloud Solutions;Technology;Best Case;63;15;28;4;8;59;Sales Development;Google Workspace;23/03/26;29/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2521;Deal 121 - Opportunity;Client_121;Catalina Reyes;HO-3875;Negotiation;124004;30/06/26;87;1/04/26;49;si;no;si;Call;Argentina;Hardware;Financial;Best Case;58;12;26;13;8;41;Inbound;Partner Opportunity;27/03/26;9/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2522;Deal 122 - Opportunity;Client_122;Catalina Reyes;HO-5947;Qualification;135972;7/07/26;97;2/05/26;18;no;no;si;Task;Ecuador;Hardware;Financial;Pipeline;32;0;8;20;5;88;Partner;Google Cloud;21/03/26;21/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2523;Deal 123 - Opportunity;Client_123;Diego Morales;HO-3188;Discovery;38620;12/07/26;79;5/05/26;15;no;no;si;Call;Paraguay;Services;Government;Pipeline;19;15;4;14;9;47;Event;N/A;21/12/25;2/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2524;Deal 124 - Opportunity;Client_124;Pedro Gonzalez;HO-2838;Proposal;19905;14/07/26;47;15/05/26;5;no;no;si;Demo;Chile;Support;Retail;Best Case;76;1;26;17;8;25;Referral;N/A;13/03/26;10/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2525;Deal 125 - Opportunity;Client_125;Roberto Sanchez;HO-8298;Discovery;99079;20/07/26;12;23/03/26;58;si;no;si;Demo;Bolivia;Cloud Solutions;Insurance;Pipeline;28;1;14;4;8;53;Event;N/A;6/04/26;15/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2526;Deal 126 - Opportunity;Client_126;Luis Vargas;HO-6644;Negotiation;102608;1/07/26;10;17/05/26;3;no;no;si;Meeting;Colombia;Consulting;Technology;Best Case;53;2;17;1;1;60;Inbound;Google Marketing;6/01/26;9/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2527;Deal 127 - Opportunity;Client_127;Diego Morales;HO-9835;Negotiation;169063;18/06/26;11;6/04/26;44;no;no;si;Proposal Sent;Ecuador;Consulting;Energy;Best Case;64;4;20;11;1;22;Referral;Partner Opportunity;6/12/25;12/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
